REG.CGE;NÚMERO;ÓRGÃO;CONVENENTE;CELEBRAÇÃO;PUBLICAÇÃO;OBJETO;VIGÊNCIA;VALOR TOTAL
07-90999-3;0132/2007;CEHAP - 31.204 - COMPANHIA ESTADUAL DE HABITAÇÃO POPULAR;ASSOCIAÇÃO AMPLITUDE RURAL DOS MORADORES DO JENIPAPO;;;BENEFICIAR ATÉ 20 (VINTE) FAMÍLIAS PARA A MANUTENÇÃO,RECUPERAÇÃO,REFORMA OU AMPLIAÇÃO DE IMÓVEL PERTENCENTE AOS PRÓPRIOS BENEFICIÁRIOS.;2/4/2009;30.000,0
07-90997-7;0134/2007;CEHAP - 31.204 - COMPANHIA ESTADUAL DE HABITAÇÃO POPULAR;CLUBE DE MÃE CRISTINA PROCÓPIO;;;BENEFICIAR ATÉ 40 (QUARENTA) FAMÍLIAS PARA A MANUTENÇÃO,RECUPERAÇÃO,REFORMA OU AMPLIAÇÃO DE IMÓVEL PERTENCENTE AOS PRÓPRIOS BENEFICIÁRIOS.;2/4/2009;60.000,0
07-90992-6;0013/2007;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;;11/11/2007;PROJETO CONSTRUINDO A CIDADANIA DE PORTADORES DE HIV/AIDS NESTE ESTADO.;15/6/2008;30.000,0
07-90979-9;0011/2007;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;SOCIEDADE RURAL DA PARAÍBA - SRPB;;30/10/2007;REALIZAÇÃO DE SERVIÇOS DE BENFEITORIAS NAS ESTRUTURAS FÍSICAS DO PARQUE DE EXPOSIÇÃO CARLOS PESSOA FILHO EM CAMPINA GRANDE/PB.;30/12/2007;44.000,0
07-90952-7;0579/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ASSOC. DE PAIS E AMIGOS EXEPICIONAIS DE CAMPINA GRANDE;;11/10/2007;VISANDO EXPANSÃO E MELHORIA DO ENSINO COM VISTA A CUSTEAR A APAE-CG EM SUA MANUTENÇÃO,PARA DAR CONTINUIDADE AO PROGRAMA PARA REABILITAÇÃO DOS PORTADORES DE DEFICIÊNCIA.;31/12/2007;90.000,0
07-90944-6;0040/2007;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CLUBE DE MÃES NAIR PEREIRA LIMA/CAMPINA GRANDE;;9/10/2007;PROJETO ÁGUA PARA TODOS.;31/12/2007;96.030,0
07-90889-0;0005/2007;SEDAP - 32.101 - SECRETARIA DE ESTADO DE DESENV AGROPECUÁRIA E PESCA;SOCIEDADE RURAL DA PARAÍBA - SRPB;;19/9/2007;REALIZAÇÃO DA 45ª. EXPAPI - EXPOSIÇÃO PARAÍBANA DE ANIMAIS E PRODUTOS INDUSTRIAIS A REALIZAR-SE ENTRE OS DIAS 16 E 23 DE SETEMBRO DE 2007 EM CAMPINA GRANDE/PB.;30/11/2007;143.000,0
07-90856-3;0063/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;;5/9/2007;AQUISIÇÃO DE UM ACELERADOR LINEAR PARA O CENTRO DE CANCEROLOGIA DO HOSPITAL DA FUNDAÇÃO ASSITENCIAL DA PARAÍBA - FAP.;31/3/2010;1.807.603,66
07-90827-0;0096/2007;CEHAP - 31.204 - COMPANHIA ESTADUAL DE HABITAÇÃO POPULAR;CLUBE DE MÃES NAIR PEREIRA LIMA/CAMPINA GRANDE;;26/9/2007;ATENDIMENTO DE DEMANDAS POR HABITAÇÃO PARA FAMÍLIAS DE BAIXA RENDA,VISANDO A BENEFICIAR ATÉ 22 (VINTE E DUAS) FAMÍLIAS PARA CONSTRUÇÃO DE HABITAÇÃO EM LOTES.;3/2/2009;33.000,0
07-90824-5;0097/2007;CEHAP - 31.204 - COMPANHIA ESTADUAL DE HABITAÇÃO POPULAR;CLUBE DE MÃES NAIR PEREIRA LIMA/CAMPINA GRANDE;;25/9/2007;ATENDIMENTO DE DEMANDAS POR HABITAÇÃO PARA FAMÍLIAS DE BAIXA RENDA,VISANDO A BENEFICIAR ATÉ 18 (DEZOITO) FAMÍLIAS PARA CONSTRUÇÃO DE HABITAÇÃO EM LOTES.;3/2/2009;108.000,0
07-90813-0;0240/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR WALNIZA BORBOREMA CUNHA LIMA - CAMPINA GRANDE/PB.;;15/8/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO Á MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;300,0
07-90806-7;0029/2007;AESA - 31.208 - AGÊNCIA EXEC. DE GESTÃO DAS ÁGUAS DO ESTADO DA PARAIBA;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB.;;21/8/2007;CONCESSÃO DE ESTÁGIOS CURRICULARES AOS ESTUDANTES REGULAMENTES MATRICULADOS COM EFETIVA FREQUÊNCIA NA DISCIPLINA CURRICULAR DO RESPECTIVO CURSO.;29/6/2011;0,0
07-90800-8;0006/2007;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;SERVIÇO BRASILEIRO DE AGENTES DA CIDADANIA - SEBAC;;15/8/2007;REALIZAÇÃO DE CURSOS PROFISSIONALIZANTES PARA A CAPACITAÇÃO DE MÃO-DE-OBRA INDUSTRIAL ÁS COMUNIDADES CARENTES DO MUNICÍPIO DE CAMPINA GRANDE/PB.;1/3/2008;29.090,0
07-90797-4;0010/2007;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;SÃO PAULO ALPARGATAS S/A;;15/8/2007;CONCESSÃO DE ESTÁGIOS CURRICULARES AOS ESTUDANTES REGULAMENTES MATRICULADOS COM EFETIVA FREQUÊNCIA NA DISCIPLINA CURRICULAR DO RESPECTIVO CURSO.;21/5/2010;0,0
07-90774-5;0S/N 2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;UNIVERSIDADE ESTADUAL DA PARAÍBA;;4/8/2007;IMPLEMENTAÇÃO DO PROGRAMA SABERES DA TERRA EM SETE MUNICÍPIOS.PARAIBANOS ARAÇAGI,AREIA,ARARUNA,COREMAS,ITABAIANA,MULUNGÚ,E PILÕES.;31/12/2007;0,0
07-90771-1;0S/N 2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB.;;4/8/2007;IMPLEMENTAÇÃO DO PROGRAMA SABERES DA TERRA EM SETE MUNICÍPIOS.PARAIBANOS ARAÇAGI,AREIA,ARARUNA,COREMAS,ITABAIANA,MULUNGÚ,E PILÕES.;31/12/2007;0,0
07-90749-4;0002/2007;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;ASSOC. DOS MÚSICOS DA ORQUESTRA SANFÔNICA RONALDO CUNHA LIMA/ CAMPINA GRANDE;;3/8/2007;CUSTEAR AS DESPESAS DA ORQUESTRA SANFÔNICA RONALDO CUNHA LIMA REMUNERANDO OS SEUS COMPONENTES PARA DESLOCAMENTO,DESPESAS PESSOAIS E MANUTENÇÃO DOS INSTRUMENTOS.;31/12/2007;180.000,0
07-90743-5;0004/2007;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;;20/7/2007;VISANDO A PARTICIPAÇÃO DA SETDE NA CAMPANHA LIQUIDA CAMPINA 2007 QUE  REALIZAR-SE-Á NO PERÍODO DE 05 Á 14 DE JULHO  DE 2007 NO MUNICÍPIO DE CAMPINA GRANDE/PB.;30/9/2007;140.000,0
07-90727-3;0236/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ELPIDIO DE ALMEIDA- CAMPINA GRANDE;;20/7/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO Á MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;34.932,0
07-90634-0;0535/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO EWCOLAR DA EEEFM MONTE CARMELO - CAMPINA GRANDE/PB.;;22/6/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTE EM ÁREAS RURAIS.;31/12/2007;40.500,0
07-90632-3;0534/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM NOSSA SENHORA APARECIDA/CAMPINA GRANDE;;22/6/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTE EM ÁREAS RURAIS.;31/12/2007;45.000,0
07-90611-1;0218/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR IRMÃ J. SAMPAIO/CAMPINA GRANDE;;22/6/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;2.724,0
07-90594-7;0232/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM NENZINHA CUNHA LIMA - CAMPINA GRANDE/PB.;;22/6/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;7.068,0
07-90591-2;0235/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO SEVERINO CABRAL - CAMPINA GRANDE/P;;22/6/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;8.400,0
07-90588-2;0231/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM JOSÉ MIGUEL LEÃO - CAMPINA GRANBDE/PB.;;22/6/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;5.904,0
07-90571-8;0219/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM MAJOR VENZIANO VITAL DO RÊGO - CAMPINA GRANDE/PB.;;;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;960,0
07-90549-1;0233/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM PROFESSOR ANESIO LEÃO - CAMPINA GRANDE/PB.;;20/6/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO  A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;5.952,0
07-90475-4;0421/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;;30/5/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTE EM ÁREAS RURAIS.;30/3/2008;75.000,0
07-90470-3;0422/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR WALNIZA BORBOREMA CUNHA LIMA - CAMPINA GRANDE/PB.;;30/5/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTE EM ÁREAS RURAIS.;31/12/2007;50.000,0
07-90447-9;0237/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM DR HORTENCIO S. RIBEIRO - CAMPINA GRANDE/PB.;;30/5/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO Á MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;10.140,0
07-90446-1;0222/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM ADEMAR VELOSO SILVEIRA - CAMPINA GRANDE/PB.;;30/5/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO Á MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;5.880,0
07-90435-5;0571/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ELPIDIO DE ALMEIDA- CAMPINA GRANDE;;1/6/2007;MELHORIA DO ENSINO MÉDIO NAS ESCOLAS DA REDE ESTADUAL.;30/6/2007;1.500,0
07-90432-1;0003/2007;JUCEP - 21.0501 - JUNTA COMERCIAL DO ESTADO DA PARAÍBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;;;CONCESSÃO DE ESTÁGIO CURRICULAR PARA OS ALUNOS DA UNIVERSIDADE ESTADUAL DA PARAÍBA.;22/5/2009;0,0
07-90400-2;0557/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ESCOLA TÉCNICA REDENTORISTA-ETER/CAMPINA GRANDE;;25/5/2007;QUALIFICAÇÃO E CAPACITAÇÃO DE MÃO DE OBRA ESPECIALIZADA PARA OS CURSOS TÉCNICOS NAS ÁREAS DE INDUSTRIA,TELECOMUNICAÇÕES,SAÚDE,INFORMÁTICA E TURISMO E HOSPITALIDADE,EM CAMPINA GRANDE/PB.;20/4/2008;780.000,0
07-90384-7;0220/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF PREFEITO WILLIAM DE SOUSA ARRUDA - CAMPINA GRANDE/PB.;;2/6/2007;EXECUÇÃO DE AÇÕES DE MANTENÇÃO DAS ATIVIDADES ESCOLARES VISANDO Á MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;816,0
07-90347-2;0001/2007;JUCEP - 21.0501 - JUNTA COMERCIAL DO ESTADO DA PARAÍBA;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB.;;18/5/2007;CONCESSÃO DE ESTÁGIO CURRICULAR EM NÚMEROS DE 05 (CINCO) ESTUDANTES.;10/5/2009;15.200,0
07-90212-3;0030/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO RUBENS DUTRA SEGUNDO / CAMPINA GRANDE;;26/4/2007;MANUTENÇÃO DO ATENDIMENTO AMBULATÓRIAL ATRAVÉS DE CONSULTA,EXAMES E OUTROS BEM COMO A MANUTENÇÃO DE SERVIÇOS INTERNOS E EXTERNOS.;31/12/2007;60.000,0
07-90211-5;0031/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE ACOLHIDA SÃO PAULO DA CRUZ;;26/4/2007;MANUTENÇÃO DOS PROGRAMAS DE ATENDIMENTO A CLIENTELA ASSISTIDA PELA INSTITUIÇÃO.;30/12/2008;48.000,0
07-90156-9;0418/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF IRMÃ STEFANIE- CAMPINA GRANDE;;28/4/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTES EM ÁREAS RURAIS;31/12/2007;75.000,0
07-90155-1;0420/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR MARIA AUGUSTA LUCENA BRITO / CAMPINA GRANDE;;26/4/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTES EM ÁREAS RURAIS;31/12/2007;75.000,0
07-90141-1;0419/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF MURILO BRAGA-CAMPINA GRANDE;;26/4/2007;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL DE ENSINO RESIDENTES EM ÁREAS RURAIS;31/12/2007;75.000,0
07-90122-4;0225/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR MONSENHOR SALLES - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;2.592,0
07-90121-6;0227/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR PROFESSOR RAUL CORDULA - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;13.020,0
07-90120-8;0228/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR SÃO SEBASTIÃO - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;3.564,0
07-90119-4;0226/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR PROFESSOR ANTONIO OLIVEIRA - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;4.404,0
07-90115-1;0238/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR VIRGINIUS DA GAMA E MELO -   CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;5.040,0
07-90110-1;0229/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DOM LUIZ G. FERNANDES - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;4.692,0
07-90103-8;0223/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. FUND. E MÉDIO ASSIS CHATEAUBRIAND- CAMPINA GRANDE;;20/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;31/12/2007;7.920,0
07-90096-1;0230/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR FELIX ARAÚJO - CAMPINA GRANDE/PB.;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;9.516,0
07-90095-3;0234/2007;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ARGEMIRO DE FIGUEIREDO- CAMPINA GRANDE;;26/4/2007;EXECUÇÃO DE AÇÕES DE MANUTENÇÃO DAS ATIVIDADES ESCOLARES,VISANDO A MELHORIA DA QUALIDADE DO ENSINO OFERECIDO AOS ALUNOS DO ENSINO MÉDIO.;30/3/2008;9.624,0
07-90057-1;0018/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO DE EDUCAÇÃO E ASSISTÊNCIA AOS CEGOS DO NORDESTE;;28/3/2007;MANUTENÇÃO DA ENTIDADE VISANDO MELJORAR A QUALIDADE DE VIDA DAS PESSOAS COM DEFICIÊNCIA VISUAL.;30/12/2008;96.000,0
07-90050-3;0012/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DA CRIANÇA DR. JOÃO MOURA / CAMPINA GRANDE;;20/3/2007;ATENDIMENTO DE CRIANÇAS POBRES DE 0 A 6 ANOS DE IDADE EM REGIME DE APOIO SÓCIO-EDUCATIVO EM MEIO ABERTO COM ATENDIMENTO GRATUITO,NO MUNICÍPIO DE CAMPINA GRANDE/PB.;30/12/2008;240.000,0
07-90033-3;0007/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;;3/3/2007;MANUTENÇÃO DE PROGRAMA VISANDO ATENDIMENTO PARA A CLIENTELA ASSISTIDA NA INSTITUIÇÃO.;30/12/2008;192.000,0
07-90032-5;0006/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;;3/3/2007;MANUTENÇÃO DO PROGRAMA VISANDO ATENDIMENTO Á CLIENTELA ASSISTIDA NA INSTITUIÇÃO.;30/12/2008;240.000,0
07-90031-7;0005/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;;3/3/2007;MANUTENÇÃO DO PROGRAMA VISANDO ATENDIMENTO Á CLIENTELA ASSISTIDA NA INSTITUIÇÃO.;30/12/2008;192.000,0
07-90026-1;0002/2007;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;;10/2/2007;AQUISIÇÃO DE MEDICAMENTOS PARA PACIENTES ACOMETIDOS OU PORTADORES  DE CÂNCER.;30/6/2008;360.000,0
07-90024-4;0160/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;FUNDAÇÃO CULTURAL MUSEU ÉTNICO DO NORDESTE/ CAMPINA GRANDE;;14/2/2007;APOIAR O PROJETO VIII PRESÉPIO VIVO DO NATAL,EVENTO ARTISTICO E CULTURAL INSPIRADO NA HISTÓRIA DO NASCIMENTO DE JESUS CRISTO A SER REALIZADO NO MUNICÍPIO DE CAMPINA GRANDE/PB. NO PERÍODO DE 19 À 31 DE DEZEMBRO DE 2006.;31/3/2007;49.300,0
06-91285-1;0002/2006;JUCEP - 21.0501 - JUNTA COMERCIAL DO ESTADO DA PARAÍBA;UNESC- UNIÃO DE ENSINO SUPERIOR- CAMPINA GRANDE;;9/1/2007;CONCESSÃO DE ESTÁGIOS CURRICULARES EM NÚMERO DE 05 (CINCO) VAGAS PARA ESTUDANTES DA UNESC.;30/10/2010;8.400,0
06-91246-0;0155/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;INSTITUTO CAMPINENSE DE TURISMO E EVENTOS PARAHYBA CONVENTIO & VISITORS BUREAU - CAMPINA GRANDE;;18/11/2006;VISA APOIAR AS AÇÕES DE PROMOÇÃO E DIVULGAÇÃO DO DESTINO PARAIBA E CAPTAÇÃO DE INVESTIMENTOS NO MERCADO EUROPEU,NO PERÍODO DE 22 A 26 DE NOVEMBRO DE 2006.;30/12/2006;202.567,0
06-91171-4;0272/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. FUND. E MÉDIO ASSIS CHATEAUBRIAND- CAMPINA GRANDE;;16/9/2006;CONSTITUI UMA COOPERAÇÃO MÚTUA ENTRE O ESTADO E CONSELHOS ESCOLARES,VISANDO A MELHORIA DO ENSINO NAS ESCOLAS DE REDE ESTADUAL,INCENTIVO AS PRÁTICAS PEDAGÓGICAS.;17/11/2006;1.500,0
06-91166-8;0273/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ARGEMIRO DE FIGUEIREDO- CAMPINA GRANDE;;15/9/2006;CONSTITUI UMA COOPERAÇÃO MÚTUA ENTRE O ESTADO E CONSELHOS ESCOLARES,VISANDO A MELHORIA DO ENSINO NAS ESCOLAS DE REDE ESTADUAL,INCENTIVO AS PRÁTICAS PEDAGÓGICAS.;17/11/2006;1.500,0
06-91162-5;0274/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ELPIDIO DE ALMEIDA- CAMPINA GRANDE;;16/9/2006;CONSTITUI UMA COOPERAÇÃO MÚTUA ENTRE O ESTADO E CONSELHOS ESCOLARES,VISANDO A MELHORIA DO ENSINO NAS ESCOLAS DE REDE ESTADUAL,INCENTIVO AS PRÁTICAS PEDAGÓGICAS.;17/11/2006;1.500,0
06-91156-1;0271/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EEEFM ÁLVARO GAUDÊNCIO DE QUEIROZ- CAMPINA GRANDE;;16/9/2006;CONSTITUI UMA COOPERAÇÃO MÚTUA ENTRE O ESTADO E CONSELHOS ESCOLARES,VISANDO A MELHORIA DO ENSINO NAS ESCOLAS DE REDE ESTADUAL,INCENTIVO AS PRÁTICAS PEDAGÓGICAS.;17/11/2006;1.500,0
